Geneid	GeneName	GeneType	ESC_Day0_rep1	ESC_Day0_rep2	PreNCC_Day3_rep1	PreNCC_Day3_rep2	NCC_Day5_rep1	NCC_Day5_rep2
ENSG00000197993.9	KEL	protein_coding	87	75	20	17	35	38
ENSG00000179468.6	OR9A2	protein_coding	0	0	0	0	0	0
ENSG00000239293.1	OR9P1P	unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000225781.2	OR6V1	protein_coding	0	0	0	0	0	0
ENSG00000179420.11	OR6W1P	transcribed_unprocessed_pseudogene	1	0	2	0	0	0
ENSG00000159763.4	PIP	protein_coding	0	0	0	0	0	0
ENSG00000236398.2	TAS2R39	protein_coding	0	0	0	0	0	0
ENSG00000268170.2	ENSG00000268170	lncRNA	1	0	0	1	0	0
ENSG00000221937.4	TAS2R40	protein_coding	0	0	0	0	0	0
ENSG00000279223.1	ENSG00000279223	TEC	0	0	0	0	0	0
ENSG00000197448.14	GSTK1	protein_coding	871	775	1794	988	1859	873
ENSG00000231840.2	TMEM139-AS1	lncRNA	3	7	6	5	10	10
ENSG00000178826.11	TMEM139	protein_coding	94	62	44	16	48	57
ENSG00000106144.20	CASP2	protein_coding	1513	1328	3398	3362	2546	2259
ENSG00000239419.3	RN7SL535P	misc_RNA	4	5	11	13	12	8
ENSG00000240322.3	RN7SL481P	misc_RNA	1	3	8	11	8	19
ENSG00000231531.5	HINT1P1	processed_pseudogene	0	1	0	1	2	1
ENSG00000188037.14	CLCN1	protein_coding	16	14	11	5	2	1
ENSG00000159784.18	FAM131B	protein_coding	1905	1840	3181	1740	1938	1196
ENSG00000272619.1	FAM131B-AS1	lncRNA	70	81	159	51	64	32
ENSG00000232533.3	FAM131B-AS2	lncRNA	300	254	311	146	682	288
ENSG00000159840.16	ZYX	protein_coding	6449	4633	8056	4546	5972	4442
ENSG00000278449.1	MIR6892	miRNA	0	0	0	0	0	0
ENSG00000146904.9	EPHA1	protein_coding	4995	3952	451	104	38	58
ENSG00000229153.7	EPHA1-AS1	lncRNA	102	67	8	0	1	6
ENSG00000234066.1	TAS2R62P	unitary_pseudogene	0	0	0	0	0	0
ENSG00000185899.1	TAS2R60	protein_coding	1	1	0	0	0	0
ENSG00000221855.1	TAS2R41	protein_coding	0	0	0	0	0	0
ENSG00000236853.2	OR2R1P	unitary_pseudogene	0	0	0	0	0	0
ENSG00000176510.5	OR10AC1	protein_coding	1	0	0	0	0	0
ENSG00000229977.2	ENSG00000229977	processed_pseudogene	0	0	0	0	0	0
ENSG00000229877.1	PAICSP5	processed_pseudogene	0	0	0	0	0	0
ENSG00000271079.1	CTAGE15	protein_coding	1	4	1	0	0	0
ENSG00000252037.1	RNU6-162P	snRNA	0	0	0	0	0	0
ENSG00000230556.1	ENSG00000230556	processed_pseudogene	0	0	0	0	0	0
ENSG00000223459.6	TCAF1P1	unprocessed_pseudogene	29	39	66	125	169	120
ENSG00000283537.2	ENSG00000283537	transcribed_unprocessed_pseudogene	0	0	0	0	1	0
ENSG00000170379.21	TCAF2	protein_coding	6	6	9	11	4	7
ENSG00000283528.2	TCAF2C	protein_coding	0	0	0	0	0	0
ENSG00000253882.8	ENSG00000253882	transcribed_unprocessed_pseudogene	2	0	3	0	4	0
ENSG00000252523.1	RNU6-267P	snRNA	0	0	0	0	0	0
ENSG00000271321.1	CTAGE6	protein_coding	0	2	0	0	0	0
ENSG00000241136.1	PAICSP6	processed_pseudogene	0	0	0	0	0	0
ENSG00000232145.1	ENSG00000232145	processed_pseudogene	0	0	0	0	0	0
ENSG00000159860.7	TCAF2P1	transcribed_unprocessed_pseudogene	0	0	0	0	1	0
ENSG00000198420.10	TCAF1	protein_coding	1065	1106	1754	2855	3396	2613
ENSG00000221910.3	OR2F2	protein_coding	0	0	0	0	0	0
ENSG00000213215.5	OR2F1	protein_coding	2	0	0	0	1	0
ENSG00000270729.1	CAPZA1P5	processed_pseudogene	0	0	0	0	0	0
ENSG00000273377.1	OR2Q1P	unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000242280.1	SLC16A1P1	processed_pseudogene	0	0	0	0	0	0
ENSG00000221813.4	OR6B1	protein_coding	0	0	0	0	0	0
ENSG00000221836.4	OR2A5	protein_coding	0	0	0	0	0	0
ENSG00000221933.3	OR2A25	protein_coding	0	0	0	0	0	0
ENSG00000239967.1	OR2A41P	unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000221858.3	OR2A12	protein_coding	0	0	0	0	0	0
ENSG00000221989.3	OR2A2	protein_coding	0	0	0	0	0	0
ENSG00000239981.1	OR2A15P	unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000221938.5	OR2A14	protein_coding	0	0	0	0	0	0
ENSG00000273234.1	OR2A13P	unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000183122.5	OR2A3P	transcribed_unprocessed_pseudogene	1	0	0	0	0	0
ENSG00000240621.1	OR2AO1P	unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000288784.1	CTAGE4	protein_coding	13	11	3	1	0	0
ENSG00000213214.6	ARHGEF35	protein_coding	82	83	18	7	1	6
ENSG00000244198.7	ARHGEF35-AS1	lncRNA	87	86	26	5	12	11
ENSG00000212807.3	OR2A42	protein_coding	0	0	0	0	0	0
ENSG00000170356.9	OR2A20P	transcribed_unprocessed_pseudogene	12	8	4	0	0	0
ENSG00000284644.1	ENSG00000284644	lncRNA	0	0	1	0	0	0
ENSG00000243896.4	OR2A7	protein_coding	4	2	2	0	0	2
ENSG00000289604.1	CTAGE8	protein_coding	0	0	0	0	0	0
ENSG00000204959.4	ARHGEF34P	unprocessed_pseudogene	85	71	11	10	5	7
ENSG00000228960.6	OR2A9P	transcribed_unprocessed_pseudogene	7	9	3	0	5	5
ENSG00000244479.7	OR2A1-AS1	lncRNA	18	9	5	2	5	4
ENSG00000221970.4	OR2A1	protein_coding	0	1	0	0	0	0
ENSG00000050327.15	ARHGEF5	protein_coding	209	211	53	22	16	22
ENSG00000106410.15	NOBOX	protein_coding	0	0	0	0	0	0
ENSG00000242978.1	PPIAP83	processed_pseudogene	0	0	0	0	0	0
ENSG00000221507.1	RNU6ATAC40P	snRNA	0	0	0	0	0	0
ENSG00000196511.15	TPK1	protein_coding	69	90	109	115	323	185
ENSG00000243746.1	EEF1A1P10	processed_pseudogene	1	3	1	8	3	5
ENSG00000200673.1	RN7SKP174	misc_RNA	0	0	0	0	0	0
ENSG00000236343.1	EI24P4	processed_pseudogene	0	0	0	0	0	0
ENSG00000214035.3	ENSG00000214035	processed_pseudogene	0	0	0	0	0	0
ENSG00000225918.1	RPL7P59	processed_pseudogene	2	4	1	3	0	0
ENSG00000226592.1	ENSG00000226592	processed_pseudogene	0	0	0	0	0	0
ENSG00000231839.1	DPY19L4P2	processed_pseudogene	0	0	1	0	2	0
ENSG00000230746.4	ENSG00000230746	lncRNA	0	0	0	0	0	0
ENSG00000280144.1	ENSG00000280144	TEC	0	0	0	0	0	0
ENSG00000174469.23	CNTNAP2	protein_coding	6806	7019	21130	17976	22788	22543
ENSG00000274127.1	ENSG00000274127	misc_RNA	0	1	3	1	1	1
ENSG00000274118.1	Y_RNA	misc_RNA	0	0	0	0	0	0
ENSG00000236795.1	CNTNAP2-AS1	lncRNA	0	0	0	0	0	0
ENSG00000226857.1	DUTP3	transcribed_processed_pseudogene	0	0	0	0	0	0
ENSG00000232391.1	RANP2	processed_pseudogene	0	0	0	0	0	0
ENSG00000221442.1	MIR548F4	miRNA	0	0	0	0	0	0
ENSG00000230190.1	ENSG00000230190	lncRNA	0	0	0	0	0	0
ENSG00000270634.1	ENSG00000270634	processed_pseudogene	0	0	0	0	0	0
ENSG00000207318.1	RNU6-1184P	snRNA	0	0	0	0	0	0
ENSG00000251936.1	RNA5SP249	rRNA_pseudogene	0	0	0	0	0	0
ENSG00000242266.3	RN7SL456P	misc_RNA	0	0	0	0	0	0
ENSG00000199370.2	U3	snoRNA	0	0	1	0	0	3
ENSG00000243374.3	RN7SL72P	misc_RNA	0	0	0	0	0	0
ENSG00000274133.1	ENSG00000274133	processed_pseudogene	0	0	0	0	0	0
ENSG00000283504.1	ENSG00000283504	lncRNA	1	1	0	1	1	0
ENSG00000283648.1	ENSG00000283648	lncRNA	0	0	0	0	3	1
ENSG00000213210.4	RPL32P17	processed_pseudogene	0	0	0	0	0	0
ENSG00000287636.2	ENSG00000287636	lncRNA	0	0	0	0	1	0
ENSG00000170279.3	C7orf33	protein_coding	0	0	0	0	1	0
ENSG00000213209.2	ENSG00000213209	processed_pseudogene	0	0	0	0	0	0
ENSG00000270200.1	ENSG00000270200	processed_pseudogene	0	0	0	0	0	0
ENSG00000273314.1	ENSG00000273314	lncRNA	132	115	348	211	302	184
ENSG00000055130.18	CUL1	protein_coding	4849	5271	7232	6352	7567	4338
ENSG00000106462.12	EZH2	protein_coding	2954	3868	7939	7871	8806	4683
ENSG00000251712.3	RNU7-20P	snRNA	0	0	0	0	0	0
ENSG00000275586.1	Metazoa_SRP	misc_RNA	0	0	0	0	0	0
ENSG00000239468.3	RN7SL569P	misc_RNA	0	0	0	0	0	2
ENSG00000286180.1	ENSG00000286180	lncRNA	2	2	0	0	4	2
ENSG00000286171.1	ENSG00000286171	lncRNA	0	1	0	0	3	0
ENSG00000252316.1	RNY4	misc_RNA	0	0	0	0	0	0
ENSG00000202354.1	RNY3	misc_RNA	0	0	0	0	0	0
ENSG00000201098.1	RNY1	misc_RNA	1	4	6	1	0	0
ENSG00000281189.1	GHET1	lncRNA	26	31	22	16	43	19
ENSG00000155660.11	PDIA4	protein_coding	12214	11273	12978	12628	12311	10532
ENSG00000202528.1	RNU6-650P	snRNA	0	0	0	0	0	0
ENSG00000234565.1	COX6B1P1	processed_pseudogene	0	0	0	0	0	0
ENSG00000197362.15	ZNF786	protein_coding	606	613	865	768	873	633
ENSG00000204947.9	ZNF425	protein_coding	446	379	244	185	269	186
ENSG00000240877.3	RN7SL521P	misc_RNA	6	8	13	6	26	9
ENSG00000197024.9	ZNF398	protein_coding	2370	2270	859	889	992	840
ENSG00000239719.1	ENSG00000239719	processed_pseudogene	2	5	1	19	4	5
ENSG00000170265.12	ZNF282	protein_coding	1761	1719	1876	1639	1775	1257
ENSG00000170260.9	ZNF212	protein_coding	870	825	1137	925	1052	824
ENSG00000204946.10	ZNF783	protein_coding	375	344	703	658	630	541
ENSG00000271664.1	ENSG00000271664	unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000244560.7	ENSG00000244560	transcribed_unprocessed_pseudogene	74	96	68	24	90	95
ENSG00000231397.1	ENSG00000231397	processed_pseudogene	0	3	0	0	0	1
ENSG00000215311.3	NPM1P12	processed_pseudogene	5	6	4	2	3	2
ENSG00000228151.1	ENSG00000228151	lncRNA	1	0	0	0	0	0
ENSG00000261842.1	ENSG00000261842	lncRNA	3	4	0	0	2	0
ENSG00000196453.8	ZNF777	protein_coding	524	407	928	783	1064	802
ENSG00000181220.18	ZNF746	protein_coding	841	702	1165	999	1488	1350
ENSG00000288997.2	ENSG00000288997	lncRNA	0	0	0	0	0	0
ENSG00000133624.14	ZNF767P	transcribed_unprocessed_pseudogene	377	427	1032	485	1106	716
ENSG00000133619.18	KRBA1	protein_coding	498	489	799	662	698	539
ENSG00000181444.13	ZNF467	protein_coding	15	10	124	47	157	116
ENSG00000197558.13	SSPOP	transcribed_unitary_pseudogene	30	42	74	80	91	129
ENSG00000106479.11	ZNF862	protein_coding	194	179	359	343	815	631
ENSG00000280149.1	ENSG00000280149	TEC	10	5	11	11	24	8
ENSG00000273419.1	ENSG00000273419	lncRNA	9	2	6	9	8	6
ENSG00000204934.10	ATP6V0E2-AS1	lncRNA	39	36	80	60	88	39
ENSG00000171130.19	ATP6V0E2	protein_coding	758	649	1617	1260	1987	1054
ENSG00000273293.1	ENSG00000273293	lncRNA	0	0	0	0	0	0
ENSG00000279536.1	ENSG00000279536	TEC	0	0	2	1	7	4
ENSG00000273011.1	ENSG00000273011	lncRNA	0	0	0	0	1	0
ENSG00000224016.2	ENSG00000224016	unprocessed_pseudogene	1	5	0	0	1	1
ENSG00000260555.1	ENSG00000260555	lncRNA	0	0	0	0	0	0
ENSG00000241449.6	ENSG00000241449	lncRNA	0	0	0	1	2	0
ENSG00000276538.1	ENSG00000276538	unprocessed_pseudogene	3	5	0	1	2	0
ENSG00000286912.1	ENSG00000286912	lncRNA	7	10	4	2	3	0
ENSG00000106526.11	ACTR3C	protein_coding	13	18	7	3	3	4
ENSG00000188707.7	ZBED10P	transcribed_unitary_pseudogene	457	756	440	286	375	357
ENSG00000127399.15	LRRC61	protein_coding	563	661	844	392	702	631
ENSG00000261305.2	ENSG00000261305	lncRNA	13	13	4	1	1	5
ENSG00000106538.10	RARRES2	protein_coding	4964	4765	469	92	47	55
ENSG00000240449.1	REPIN1-AS1	lncRNA	0	0	0	1	0	0
ENSG00000214022.12	REPIN1	protein_coding	3766	3098	4167	2919	4198	2886
ENSG00000196456.13	ZNF775	protein_coding	1019	1033	1124	622	1098	590
ENSG00000284048.2	ENSG00000284048	lncRNA	0	0	0	0	0	0
ENSG00000239377.1	ZNF775-AS1	lncRNA	0	0	0	1	0	0
ENSG00000284691.1	ENSG00000284691	protein_coding	696	625	349	209	265	209
ENSG00000242258.2	LINC00996	lncRNA	1	1	0	0	0	0
ENSG00000171115.4	GIMAP8	protein_coding	0	1	2	0	1	0
ENSG00000271582.1	ENSG00000271582	processed_pseudogene	0	0	0	0	0	0
ENSG00000213205.3	STRADBP1	processed_pseudogene	0	0	0	2	0	0
ENSG00000179144.5	GIMAP7	protein_coding	0	0	0	0	0	0
ENSG00000243853.1	ALDH7A1P3	processed_pseudogene	0	0	0	0	0	0
ENSG00000133574.10	GIMAP4	protein_coding	4	1	0	0	1	1
ENSG00000271568.1	ENSG00000271568	processed_pseudogene	0	0	0	0	0	0
ENSG00000232361.3	TRPC6P3	processed_pseudogene	0	0	0	0	0	0
ENSG00000133561.15	GIMAP6	protein_coding	0	0	0	0	0	0
ENSG00000270990.1	ENSG00000270990	processed_pseudogene	0	0	0	0	0	0
ENSG00000106560.11	GIMAP2	protein_coding	0	2	2	1	1	0
ENSG00000213203.3	GIMAP1	protein_coding	0	0	0	0	0	0
ENSG00000281887.3	GIMAP1-GIMAP5	protein_coding	0	0	0	0	0	0
ENSG00000196329.12	GIMAP5	protein_coding	0	0	0	0	0	0
ENSG00000177590.7	GIMAP3P	processed_pseudogene	0	0	0	0	0	0
ENSG00000241134.3	BET1P1	processed_pseudogene	0	0	0	0	0	0
ENSG00000289470.1	ENSG00000289470	lncRNA	0	0	0	1	0	0
ENSG00000106565.18	TMEM176B	protein_coding	15	15	57	24	31	22
ENSG00000002933.9	TMEM176A	protein_coding	4	7	18	3	5	1
ENSG00000002726.21	AOC1	protein_coding	5	4	2	1	0	1
ENSG00000289052.1	ENSG00000289052	lncRNA	10	6	16	9	10	7
ENSG00000055118.17	KCNH2	protein_coding	479	362	989	606	774	406
ENSG00000164867.11	NOS3	protein_coding	218	157	439	223	365	205
ENSG00000181652.20	ATG9B	protein_coding	66	55	196	79	135	91
ENSG00000197150.13	ABCB8	protein_coding	816	739	1380	820	1088	749
ENSG00000243433.1	ENSG00000243433	lncRNA	0	0	0	0	0	0
ENSG00000213199.8	ASIC3	protein_coding	57	60	129	55	125	96
ENSG00000164885.13	CDK5	protein_coding	557	507	894	610	916	365
ENSG00000164889.15	SLC4A2	protein_coding	3356	3116	3878	2521	3724	2251
ENSG00000288608.1	ENSG00000288608	protein_coding	0	0	0	0	0	0
ENSG00000244151.1	ENSG00000244151	lncRNA	17	14	16	13	15	6
ENSG00000164896.21	FASTK	protein_coding	1868	1647	2229	1304	1905	987
ENSG00000164897.14	TMUB1	protein_coding	1395	1245	1662	1126	1876	880
ENSG00000133612.19	AGAP3	protein_coding	2135	1700	3636	3043	3570	1979
ENSG00000164900.5	GBX1	protein_coding	7	3	20	4	9	7
ENSG00000146926.11	ASB10	protein_coding	0	0	0	0	0	0
ENSG00000278685.4	IQCA1L	protein_coding	2	0	3	2	2	1
ENSG00000285480.2	H2BK1	protein_coding	0	1	0	0	1	0
ENSG00000285292.1	ABCF2-H2BK1	protein_coding	0	0	0	0	0	0
ENSG00000033050.9	ABCF2	protein_coding	789	772	1159	747	761	513
ENSG00000033100.17	CHPF2	protein_coding	897	719	1187	783	1306	905
ENSG00000284191.1	MIR671	miRNA	0	0	0	0	0	0
ENSG00000082014.17	SMARCD3	protein_coding	128	117	674	451	835	405
ENSG00000272661.1	ENSG00000272661	lncRNA	0	0	0	0	0	0
ENSG00000243018.1	ENSG00000243018	lncRNA	0	0	0	0	0	0
ENSG00000013374.17	NUB1	protein_coding	2134	2109	3394	2877	3217	1953
ENSG00000187260.16	WDR86	protein_coding	349	217	185	136	297	321
ENSG00000243836.7	WDR86-AS1	lncRNA	43	26	35	14	16	9
ENSG00000241456.1	ENSG00000241456	lncRNA	0	0	0	0	0	0
ENSG00000127377.10	CRYGN	protein_coding	20	26	7	6	11	12
ENSG00000265810.1	MIR3907	miRNA	1	0	0	0	0	0
ENSG00000241959.3	RN7SL76P	misc_RNA	0	0	0	3	0	0
ENSG00000106615.10	RHEB	protein_coding	3124	3495	3306	2622	3919	2004
ENSG00000240132.1	ETF1P2	processed_pseudogene	4	1	1	5	0	0
ENSG00000106617.15	PRKAG2	protein_coding	746	716	546	636	733	663
ENSG00000290095.1	ENSG00000290095	lncRNA	0	0	0	0	1	1
ENSG00000242048.3	PRKAG2-AS2	lncRNA	0	0	0	0	0	0
ENSG00000239911.4	PRKAG2-AS1	lncRNA	6	10	17	11	9	4
ENSG00000212219.1	RNU6-604P	snRNA	0	0	0	0	0	0
ENSG00000222941.2	Y_RNA	misc_RNA	0	0	0	0	0	0
ENSG00000227562.1	ENSG00000227562	lncRNA	0	0	0	0	0	0
ENSG00000106648.14	GALNTL5	protein_coding	2	1	0	0	0	0
ENSG00000276213.1	Metazoa_SRP	misc_RNA	0	0	0	0	0	0
ENSG00000178234.13	GALNT11	protein_coding	1277	1117	1871	1856	3458	2493
ENSG00000229591.1	ENSG00000229591	lncRNA	0	1	2	3	2	2
ENSG00000213188.3	YBX1P4	processed_pseudogene	2	0	0	1	0	3
ENSG00000055609.21	KMT2C	protein_coding	2111	2548	2662	4956	3269	4217
ENSG00000270405.1	ENSG00000270405	processed_pseudogene	0	0	0	0	0	0
ENSG00000204894.4	ENSG00000204894	processed_pseudogene	91	73	81	77	143	82
ENSG00000241007.1	SEPTIN7P6	processed_pseudogene	0	3	2	2	4	0
ENSG00000253088.1	Y_RNA	misc_RNA	0	0	0	0	0	0
ENSG00000241735.2	FABP5P3	transcribed_processed_pseudogene	1	2	2	1	3	4
ENSG00000020219.9	CCT8L1P	processed_pseudogene	0	3	0	1	0	3
ENSG00000261455.1	LINC01003	lncRNA	29	20	51	80	415	161
ENSG00000231139.1	ENSG00000231139	unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000285912.1	5S_rRNA	rRNA_pseudogene	0	0	0	0	0	0
ENSG00000225416.1	ENSG00000225416	processed_pseudogene	3	0	0	0	3	5
ENSG00000212590.1	ENSG00000212590	snoRNA	0	0	0	0	0	0
ENSG00000196584.4	XRCC2	protein_coding	2531	2675	4153	4103	3915	2680
ENSG00000289146.2	ENSG00000289146	lncRNA	0	0	1	2	3	6
ENSG00000214003.2	ATP5PBP3	processed_pseudogene	0	0	0	0	0	1
ENSG00000244328.3	RN7SL845P	misc_RNA	0	0	0	0	0	0
ENSG00000133627.18	ACTR3B	protein_coding	931	1062	1744	1383	1578	825
ENSG00000286565.1	ENSG00000286565	lncRNA	1	0	1	2	0	1
ENSG00000224104.1	ENSG00000224104	processed_pseudogene	0	0	0	0	0	0
ENSG00000234722.5	LINC01287	lncRNA	0	0	0	0	0	0
ENSG00000285524.1	ENSG00000285524	lncRNA	1	4	5	1	2	3
ENSG00000233489.1	PAXBP1P1	processed_pseudogene	0	0	0	0	0	0
ENSG00000287744.1	ENSG00000287744	lncRNA	0	0	0	0	0	0
ENSG00000130226.17	DPP6	protein_coding	466	371	350	179	351	268
ENSG00000226509.1	ENSG00000226509	processed_pseudogene	0	0	0	0	0	0
ENSG00000270114.1	ENSG00000270114	lncRNA	0	0	0	0	0	0
ENSG00000203335.5	ENSG00000203335	lncRNA	0	0	0	0	0	1
ENSG00000233363.1	ENSG00000233363	lncRNA	0	0	0	0	0	0
ENSG00000286461.1	ENSG00000286461	lncRNA	0	0	0	0	0	0
ENSG00000236408.1	ENSG00000236408	lncRNA	1	0	0	0	0	0
ENSG00000214106.9	PAXIP1-AS2	lncRNA	45	47	1	1	2	3
ENSG00000157212.19	PAXIP1	protein_coding	2725	2698	2911	2689	2513	1527
ENSG00000272760.1	ENSG00000272760	lncRNA	0	0	0	0	0	0
ENSG00000273183.1	ENSG00000273183	lncRNA	0	0	0	0	0	0
ENSG00000273344.2	PAXIP1-DT	lncRNA	280	229	359	226	699	347
ENSG00000220575.8	HTR5A-AS1	lncRNA	6	20	2	0	0	1
ENSG00000157219.5	HTR5A	protein_coding	3	8	2	1	4	2
ENSG00000283339.1	ENSG00000283339	unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000274637.1	ENSG00000274637	unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000228806.1	ENSG00000228806	unprocessed_pseudogene	0	0	0	0	0	0
ENSG00000201066.1	RN7SKP280	misc_RNA	0	0	0	0	0	0
ENSG00000217825.2	ENSG00000217825	lncRNA	0	0	0	0	0	0
ENSG00000287865.2	ENSG00000287865	lncRNA	1	0	0	0	0	0
ENSG00000228521.2	ENSG00000228521	lncRNA	0	0	0	0	0	0
ENSG00000278998.1	ENSG00000278998	TEC	0	0	0	0	0	0
ENSG00000290007.1	ENSG00000290007	lncRNA	0	0	0	0	0	0
ENSG00000289248.1	ENSG00000289248	lncRNA	0	0	0	0	0	0
ENSG00000225612.2	ENSG00000225612	lncRNA	0	0	0	0	0	0
ENSG00000273117.1	INSIG1-DT	lncRNA	249	186	219	212	343	159
ENSG00000186480.13	INSIG1	protein_coding	2902	3802	3906	3058	3788	2554
ENSG00000204960.7	BLACE	lncRNA	0	1	0	0	0	0
ENSG00000218672.1	LINC03010	lncRNA	0	0	1	0	0	0
ENSG00000260426.1	ENSG00000260426	lncRNA	1	0	0	0	0	0
ENSG00000288051.1	ENSG00000288051	lncRNA	0	0	0	0	0	0
ENSG00000236544.1	EN2-DT	lncRNA	0	0	0	0	0	0
ENSG00000164778.4	EN2	protein_coding	6	0	6	0	29	8
ENSG00000146910.14	CNPY1	protein_coding	0	0	0	0	1	0
ENSG00000283128.3	ENSG00000283128	protein_coding	10	4	14	6	28	29
ENSG00000227365.1	ENSG00000227365	lncRNA	0	0	0	0	0	0
ENSG00000287610.1	ENSG00000287610	lncRNA	0	0	0	0	0	0
ENSG00000216895.9	RBM33-DT	lncRNA	83	91	93	81	164	107
ENSG00000184863.11	RBM33	protein_coding	3141	3252	4235	4154	6688	5632
ENSG00000164690.8	SHH	protein_coding	3	2	4	2	12	3
ENSG00000204876.5	ENSG00000204876	lncRNA	0	0	0	0	0	0
ENSG00000289588.1	ENSG00000289588	lncRNA	0	0	0	0	0	0
ENSG00000207061.1	Y_RNA	misc_RNA	0	0	0	0	0	0
ENSG00000270584.1	ENSG00000270584	processed_pseudogene	0	0	0	0	0	0
ENSG00000182648.15	RNF32-DT	lncRNA	237	295	409	234	770	437
ENSG00000279418.1	LINC00244	lncRNA	0	0	0	0	0	0
ENSG00000234450.1	ENSG00000234450	processed_pseudogene	1	0	1	0	0	1
ENSG00000105982.17	RNF32	protein_coding	33	19	79	71	89	56
ENSG00000224903.2	RNF32-AS1	lncRNA	15	38	39	39	49	57
ENSG00000105983.23	LMBR1	protein_coding	2909	3144	3209	3371	3810	2850
ENSG00000206938.1	RNU4-31P	snRNA	0	0	0	0	0	0
ENSG00000230033.1	ENSG00000230033	lncRNA	0	0	0	0	0	0
ENSG00000146909.8	NOM1	protein_coding	1908	1734	1818	2147	1636	1356
ENSG00000130675.15	MNX1	protein_coding	10	6	0	2	2	0
ENSG00000235029.1	MNX1-AS2	lncRNA	1	0	0	0	1	2
ENSG00000243479.3	MNX1-AS1	lncRNA	1	2	0	0	0	0
ENSG00000236102.2	ENSG00000236102	lncRNA	0	0	0	0	0	0
ENSG00000229365.3	ENSG00000229365	processed_pseudogene	0	0	0	0	0	0
ENSG00000269446.2	ENSG00000269446	lncRNA	0	0	0	0	0	0
ENSG00000009335.18	UBE3C	protein_coding	4174	4224	4849	5015	4913	3736
ENSG00000225224.1	RPS27AP12	processed_pseudogene	1	1	2	4	6	1
ENSG00000236018.2	ENSG00000236018	processed_pseudogene	0	1	0	1	0	0
ENSG00000224629.1	ENSG00000224629	processed_pseudogene	0	0	0	0	0	0
ENSG00000229660.1	ENSG00000229660	lncRNA	0	0	0	0	0	0
ENSG00000105993.15	DNAJB6	protein_coding	10582	11746	5936	4650	5493	3488
ENSG00000234210.1	ENSG00000234210	lncRNA	4	4	0	2	0	2
ENSG00000223872.2	ENSG00000223872	lncRNA	0	2	0	2	2	1
ENSG00000233191.2	ENSG00000233191	lncRNA	1	1	2	1	3	2
ENSG00000280266.1	ENSG00000280266	TEC	1	0	0	0	0	0
ENSG00000155093.19	PTPRN2	protein_coding	347	366	1072	586	657	285
ENSG00000207960.1	MIR153-2	miRNA	0	0	0	0	0	0
ENSG00000222012.1	ENSG00000222012	lncRNA	1	0	0	1	2	2
ENSG00000231515.1	ENSG00000231515	lncRNA	0	0	0	1	1	0
ENSG00000233038.7	PTPRN2-AS1	lncRNA	1	0	0	0	0	0
ENSG00000272839.1	ENSG00000272839	lncRNA	0	0	0	1	0	0
ENSG00000285821.1	ENSG00000285821	lncRNA	0	0	0	0	0	0
ENSG00000231980.1	ENSG00000231980	lncRNA	0	0	0	0	0	0
ENSG00000289418.1	ENSG00000289418	lncRNA	0	0	0	0	0	0
ENSG00000207637.1	MIR595	miRNA	0	0	0	0	0	0
ENSG00000225365.1	ENSG00000225365	lncRNA	0	0	0	0	0	0
ENSG00000232715.1	LINC01022	lncRNA	0	0	0	0	0	0
ENSG00000265598.1	MIR5707	miRNA	0	0	0	0	0	0
ENSG00000224324.1	THAP5P1	processed_pseudogene	5	9	4	9	2	10
ENSG00000146918.20	NCAPG2	protein_coding	8083	8480	6373	6246	6768	4085
ENSG00000228030.2	ENSG00000228030	processed_pseudogene	0	0	1	0	0	0
ENSG00000117868.18	ESYT2	protein_coding	3011	3244	1913	2470	2985	2445
ENSG00000126870.16	DYNC2I1	protein_coding	1160	1239	1258	1250	1580	964
ENSG00000286407.1	ENSG00000286407	lncRNA	0	0	0	0	0	0
ENSG00000231419.6	LINC00689	lncRNA	1	0	1	2	0	0
ENSG00000106018.14	VIPR2	protein_coding	387	515	194	57	7	6
ENSG00000287184.1	ENSG00000287184	lncRNA	0	0	0	0	0	0
ENSG00000229435.2	PIP5K1P2	unprocessed_pseudogene	1	1	2	0	0	0
ENSG00000253620.2	ENSG00000253620	processed_pseudogene	0	0	0	0	0	0
ENSG00000253896.3	ENSG00000253896	lncRNA	0	0	0	0	0	0
ENSG00000254193.1	ENSG00000254193	processed_pseudogene	0	0	0	0	0	0
ENSG00000253612.1	WBP1LP3	processed_pseudogene	0	0	0	0	0	0
ENSG00000176269.4	OR4F21	protein_coding	0	0	0	0	0	0
ENSG00000255464.1	SEPTIN14P8	unprocessed_pseudogene	0	0	0	0	1	1
ENSG00000253166.2	ENSG00000253166	unprocessed_pseudogene	0	0	1	1	1	2
ENSG00000223508.5	RPL23AP53	transcribed_processed_pseudogene	5	18	23	35	36	35
ENSG00000172748.14	ZNF596	protein_coding	50	44	91	96	106	71
